Category,Subcategory,Scope,Rank,Player,Value,Context,IsActive
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",51,"Carly' against  Jack M",1.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",51,"Ryan' against  Ian",1.00,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",51,"Dan' against  Ian",1.00,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",51,"Jack C' against  Steve",1.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",51,"Brittany' against  Richie",1.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",51,"Jack C' against  Sam",1.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",51,"Rachel M' against  Carly",1.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",51,"Carly' against  Brittany",1.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",85,"Austin' against  Josh",1.13,"8 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",85,"Carly' against  Austin",1.13,"8 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",87,"Rachel F' against  Nick",1.14,"7 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",88,"Dan' against  Tyler",1.17,"6 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",89,"Richie' against  Rachel F",1.20,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",89,"Rachel F' against  Austin",1.20,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",89,"Becca' against  Ashley",1.20,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",89,"Dan' against  Ashley",1.20,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",89,"Josh' against  Michael",1.20,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",89,"Allie' against  Carly",1.20,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",89,"Steve' against  Ryan",1.20,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",89,"Steve' against  Tyler",1.20,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",89,"Tyler' against  Steve",1.20,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",89,"Dan' against  Steve",1.20,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",89,"Tyler' against  Richie",1.20,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",89,"Sam' against  Cody",1.20,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",101,"Luke' against  Josh",1.25,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",101,"Josh' against  Luke",1.25,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",101,"Josh' against  Austin",1.25,"8 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",101,"Rachel F' against  Josh",1.25,"8 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",101,"Ashley' against  Nick",1.25,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",101,"Dan' against  Luke",1.25,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",101,"Dan' against  Allie",1.25,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",101,"Austin' against  Jack M",1.25,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",101,"Jack M' against  Austin",1.25,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",101,"Ian' against  Steve",1.25,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",111,"Dan' against  Ryan",1.29,"7 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",111,"Richie' against  Dan",1.29,"7 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",111,"Josh' against  Richie",1.29,"7 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",114,"Dan' against  Josh",1.33,"6 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",114,"Ryan' against  Michael",1.33,"6 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",114,"Michael' against  Nick",1.33,"6 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",114,"Ashley' against  Josh",1.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",114,"Luke' against  Ryan",1.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",114,"Tyler' against  Luke",1.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",114,"Carly' against  Steve",1.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",114,"Emma' against  Ashley",1.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",114,"Ashley' against  Emma",1.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",114,"Jack C' against  Ryan",1.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",114,"Steve' against  Jack C",1.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",114,"Ian' against  Ashley",1.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",114,"Jack C' against  Ian",1.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",114,"Carly' against  Rachel M",1.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",114,"Dan' against  Jack C",1.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",129,"Ashley' against  Michael",1.38,"8 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",129,"Josh' against  Rachel F",1.38,"8 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",131,"Ashley' against  Becca",1.40,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",131,"Richie' against  Ashley",1.40,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",131,"Rachel M' against  Richie",1.40,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",131,"Steve' against  Dan",1.40,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",131,"Tyler' against  Michael",1.40,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",131,"Jack M' against  Rachel F",1.40,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",131,"Rachel F' against  Tyler",1.40,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",131,"Sam' against  Austin",1.40,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",139,"Rachel F' against  Ryan",1.43,"7 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",139,"Dan' against  Richie",1.43,"7 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",141,"Ryan' against  Allie",1.50,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",141,"Rachel F' against  Emma",1.50,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",143,"Ashley' against  Rachel F",1.60,"10 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",143,"Ashley' against  Carly",1.60,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",143,"Carly' against  Ashley",1.60,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",143,"Carly' against  Rachel F",1.60,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",143,"Rachel F' against  Jack M",1.60,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",143,"Jack M' against  Emma",1.60,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Michael' against  Richie",1.67,"6 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Richie' against  Michael",1.67,"6 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Austin' against  Michael",1.67,"6 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Josh' against  Ashley",1.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Jack M' against  Ryan",1.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Nick' against  Josh",1.67,"6 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Josh' against  Carly",1.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Tyler' against  Josh",1.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Josh' against  Tyler",1.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Nick' against  Rachel M",1.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Richie' against  Steve",1.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Dan' against  Carly",1.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Cody' against  Richie",1.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Sam' against  Steve",1.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Cody' against  Josh",1.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Emma' against  Steve",1.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Rachel F' against  Cody",1.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Sam' against  Ryan",1.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Brittany' against  Austin",1.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Sam' against  Jack C",1.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",149,"Brittany' against  Carly",1.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",170,"Jack M' against  Michael",1.71,"7 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",171,"Ashley' against  Ryan",1.75,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",171,"Jack M' against  Dan",1.75,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",171,"Rachel M' against  Ashley",1.75,"8 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",171,"Josh' against  Sam",1.75,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",171,"Richie' against  Sam",1.75,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",171,"Ian' against  Ryan",1.75,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",171,"Jack C' against  Richie",1.75,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",171,"Brittany' against  Rachel F",1.75,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",171,"Ian' against  Nick",1.75,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",180,"Richie' against  Nick",1.80,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",180,"Ashley' against  Dan",1.80,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",180,"Ryan' against  Steve",1.80,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",180,"Nick' against  Carly",1.80,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",180,"Cody' against  Tyler",1.80,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",180,"Ian' against  Josh",1.80,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",180,"Austin' against  Sam",1.80,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",180,"Richie' against  Emma",1.80,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",188,"Nick' against  Ryan",1.83,"6 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",188,"Ryan' against  Nick",1.83,"6 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",188,"Cody' against  Carly",1.83,"6 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",191,"Michael' against  Jack M",1.86,"7 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",192,"Ashley' against  Rachel M",1.88,"8 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Nick' against  Austin",2.00,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Austin' against  Richie",2.00,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Austin' against  Rachel F",2.00,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Rachel F' against  Richie",2.00,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Michael' against  Luke",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Michael' against  Ryan",2.00,"6 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Richie' against  Luke",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Richie' against  Josh",2.00,"7 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Luke' against  Dan",2.00,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Austin' against  Allie",2.00,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Michael' against  Austin",2.00,"6 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Nick' against  Michael",2.00,"6 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Nick' against  Allie",2.00,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Michael' against  Josh",2.00,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Austin' against  Ryan",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Austin' against  Dan",2.00,"8 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Ashley' against  Allie",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Rachel F' against  Carly",2.00,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Carly' against  Allie",2.00,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Austin' against  Tyler",2.00,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Dan' against  Jack M",2.00,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Rachel M' against  Steve",2.00,"8 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Rachel M' against  Austin",2.00,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Richie' against  Rachel M",2.00,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Carly' against  Josh",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Jack M' against  Nick",2.00,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Rachel M' against  Jack M",2.00,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Steve' against  Richie",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Rachel F' against  Dan",2.00,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Jack M' against  Steve",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Richie' against  Cody",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Jack M' against  Ian",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Tyler' against  Ryan",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Ryan' against  Tyler",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Josh' against  Jack M",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Rachel M' against  Sam",2.00,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Ian' against  Richie",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Cody' against  Rachel F",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Sam' against  Josh",2.00,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Cody' against  Sam",2.00,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Jack M' against  Carly",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Ian' against  Tyler",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Richie' against  Jack C",2.00,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Cody' against  Nick",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Cody' against  Brittany",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Nick' against  Cody",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Brittany' against  Cody",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Austin' against  Emma",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Ian' against  Jack C",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Jack C' against  Dan",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",193,"Cody' against  Austin",2.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",244,"Michael' against  Ashley",2.13,"8 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",244,"Dan' against  Austin",2.13,"8 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",246,"Michael' against  Rachel M",2.17,"6 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",246,"Ashley' against  Steve",2.17,"6 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",248,"Nick' against  Richie",2.20,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",248,"Rachel F' against  Ashley",2.20,"10 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",248,"Ashley' against  Richie",2.20,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",248,"Michael' against  Tyler",2.20,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",248,"Josh' against  Ian",2.20,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",253,"Nick' against  Ashley",2.25,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",253,"Josh' against  Allie",2.25,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",253,"Austin' against  Ashley",2.25,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",253,"Austin' against  Carly",2.25,"8 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",253,"Jack M' against  Sam",2.25,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",253,"Sam' against  Jack M",2.25,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",253,"Sam' against  Rachel M",2.25,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",253,"Rachel F' against  Brittany",2.25,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",261,"Nick' against  Dan",2.33,"9 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",261,"Rachel M' against  Josh",2.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",261,"Rachel M' against  Michael",2.33,"6 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",261,"Rachel M' against  Nick",2.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",261,"Rachel F' against  Steve",2.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",261,"Jack M' against  Josh",2.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",261,"Austin' against  Brittany",2.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",261,"Ashley' against  Ian",2.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",261,"Richie' against  Brittany",2.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",261,"Nick' against  Tyler",2.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",261,"Austin' against  Cody",2.33,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",272,"Austin' against  Nick",2.40,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",272,"Richie' against  Tyler",2.40,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",272,"Rachel M' against  Emma",2.40,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",272,"Michael' against  Carly",2.40,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",276,"Nick' against  Rachel F",2.43,"7 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",277,"Richie' against  Ryan",2.50,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",277,"Austin' against  Rachel M",2.50,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",277,"Michael' against  Steve",2.50,"6 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",280,"Rachel M' against  Ryan",2.60,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",280,"Michael' against  Emma",2.60,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",282,"Richie' against  Ian",2.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",282,"Cody' against  Michael",2.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",282,"Michael' against  Jack C",2.67,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",285,"Nick' against  Jack M",2.80,"5 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",286,"Nick' against  Luke",3.00,"3 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",286,"Sam' against  Ian",3.00,"4 games",false
"Worst Enemies (Lowest Avg Score vs Opponent)","Rivalries","Cross Season",286,"Ian' against  Dan",3.00,"4 games",false
"Lowest Points to Qualify for Playoffs","Cutoffs","League Metrics",1,"Ryan",10,"2024",false
"Lowest Points to Qualify for Playoffs","Cutoffs","League Metrics",2,"Richie",11,"2022",false
"Lowest Points to Qualify for Playoffs","Cutoffs","League Metrics",2,"Ashley",11,"2025",false
"Lowest Points to Qualify for Playoffs","Cutoffs","League Metrics",2,"Ashley",11,"2026",false
"Lowest Points to Qualify for Playoffs","Cutoffs","League Metrics",5,"Rachel M",12,"2023",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",1,"Emma",1.619,"54 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",2,"Becca",1.582,"18 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",3,"Josh",1.552,"90 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",4,"Steve",1.544,"72 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",5,"Allie",1.541,"48 opps",false
"Hardest Strength of Schedule (All-Time Avg Opponent Pts)","Difficulty","League Metrics",6,"Carly",1.529,"72 opps",false
